str_no_string|NO STRING! 
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24|{s9}要 你 去 营 救 被 关 押 在 {s24}的 {s13}。 
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13|{s9}要 你 去 袭 击 村 庄 或 者 商 队 ， 以 挑 起 与 {s13}的 战 争 。 
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3|{s9}要 你 活 捉 三 群 逃 跑 的 农 奴 到 {s4}。 他 说 那 三 群 农 奴 一 定 是 朝 着 {s3}的 方 向 逃 跑 的 。 
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit|你 打 算 把 货 物 带 去 {s9}, 为 条 件 许 可 后 立 即 举 办 的 宴 会 做 准 备 。 
str_hello_playername|你 好 ， {playername}
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again|能 再 见 到 你 ， 我 的 心 里 是 多 么 的 高 兴 啊 ！ 有 时 候 ， 我 都 觉 得 冥 冥 中 有 无 形 的 羁 绊 把 我 们 相 连 。
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world|不 得 不 说 ， 我 真 羡 慕 你 能 在 外 面 自 由 驰 骋 ， 尽 情 体 验 这 个 世 界 。 
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met|我 相 信 自 从 我 们 上 一 次 见 面 之 后 ， 你 的 举 止 已 经 非 常 令 人 尊 敬 了 。 
str_playername__i_am_so_glad_that_you_were_able_to_come|真 高 兴 你 能 来 。 
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_|我 确 实 喜 欢 和 你 交 谈 。 但 你 一 定 明 白 ， 我 们 这 里 的 人 总 爱 对 与 家 外 男 子 长 谈 的 女 子 说 三 道 四 ， 而 上 天 知 道 ， 男 人 是 从 来 不 会 被 责 备 的 。 
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_|尽 管 我 乐 于 和 你 相 谈 ， 但 我 不 想 被 缺 少 我 这 份 风 度 和 美 貌 的 人 闲 言 碎 语 。 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_|我 实 在 喜 欢 和 你 说 话 。 但 作 为 本 土 名 门 之 女 ， 我 必 须 做 举 止 得 体 的 典 范 。 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_|我 很 享 受 与 你 的 交 谈 。 不 过 作 为 一 个 名 门 世 家 的 女 儿 ， 我 必 须 维 护 我 的 声 誉 。 
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection|感 谢 你 如 此 青 睐 于 我 ， 不 过 我 觉 得 ， 你 也 许 能 找 到 会 更 热 切 地 回 应 你 爱 意 的 女 士 。 
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes|受 到 你 如 此 的 青 睐 是 我 的 荣 幸 ， 不 过 你 可 能 得 去 寻 找 另 外 一 位 … 这 么 说 吧 … 一 位 有 不 同 品 味 的 女 士 。 
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me|受 到 你 的 青 睐 很 是 荣 幸 ， 不 过 我 出 身 名 门 ， 所 以 必 须 注 意 自 己 的 声 誉 。 跟 一 个 男 人 交 谈 太 久 是 不 合 礼 数 的 。 我 知 道 你 能 理 解 的 。 现 在 ， 请 允 许 我 告 辞 … … 
str_very_well__i_will_let_you_choose_the_time|很 好 ， 时 间 由 你 来 定 。 
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready|好 ！ 我 很 高 兴 ， 你 放 弃 了 那 个 在 我 准 备 好 之 前 就 把 我 推 向 婚 姻 的 念 头 。 
str_i_am|我 是 
str_s12_s11_to_s14|{s12}{s14}的 {s11}
str_s12_i_am_here_for_the_feast|{s12}。 我 在 这 里 参 加 宴 会 。 
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering|又 是 一 场 竞 技 大 会 的 献 礼 吗 ？ 哦 ， 我 想 这 总 是 让 人 心 生 欢 喜 … … 
str_do_you_why_what_a_most_gallant_thing_to_say|是 吗 ？ 哎 呀 ， 这 话 说 得 多 么 英 俊 洒 脱 。 
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered| … 虽 然 我 不 敢 说 完 全 认 同 这 种 浮 夸 之 举 ， 但 不 得 不 承 认 ， 心 里 倒 也 有 些 受 宠 若 惊 。 
str_why_thank_you_you_are_most_kind_to_do_so|谢 谢 你 。 你 能 这 样 做 ， 实 在 是 太 体 贴 了 。 
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_|你 太 客 气 了 ， 谦 恭 有 礼 真 是 一 种 美 德 。 
str_hmm_youre_a_bold_one_but_i_like_that_|嗯 ， 你 是 个 鲁 莽 大 胆 的 家 伙 ， 不 过 我 喜 欢 。 
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_|啊 ， 好 吧 ， 大 家 都 这 么 说 。 但 无 所 谓 啦 ， 一 句 得 体 的 赞 美 至 少 是 个 好 的 开 端 。 
str_oh_do_you_mean_that_such_a_kind_thing_to_say|哦 ！ 你 是 认 真 的 吗 ？ 这 话 说 得 太 动 人 了 。 
str_you_are_a_most_gallant_young_man_|你 是 一 位 非 常 英 武 洒 脱 的 年 轻 人 。 
str__do_come_and_see_me_again_soon|一 定 要 尽 快 再 来 找 我 呀 。 
str_you_intend_to_ask_s12_for_permission_to_marry_s15|你 打 算 就 与 {s15}成 婚 一 事 ， 征 求 {s12}的 同 意 。 
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you|你 打 算 请 求 {s12}帮 忙 劝 说 {s10}与 你 成 婚 。 
str_do_be_careful_i_am_so_much_endebted_to_you_for_this|请 务 必 小 心 ！ 在 这 件 事 情 上 ， 我 真 的 非 常 感 激 你 … … 
str_go_then__we_shall_see_which_of_you_triumphs|那 就 动 身 吧 — — 我 们 倒 要 看 看 你 们 谁 能 获 胜 … … 
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions|唉 … … 我 永 远 弄 不 懂 男 人 ， 以 及 他 们 鲁 莽 的 行 为 … … 
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11|你 打 算 挑 战 {s13}, 强 迫 他 放 弃 对 {s11}的 求 婚 。 
str_farewell|再 会 。 
str_farewell_playername|再 见 ， {playername}。 
str___we_believe_that_there_is_money_to_be_made_selling_|我 们 觉 得 卖 这 些 货 物 应 该 能 盈 利 ： 
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole|我 们 随 身 携 带 了 一 些 货 物 。 虽 然 每 种 货 物 的 价 差 不 大 ， 但 希 望 整 体 能 赚 些 利 润 。 
str_s14and_other_goods|{s14}和 其 它 商 品 。 
str__have_you_not_signed_a_truce_with_our_lord|你 难 道 没 有 和 我 们 的 君 主 签 订 休 战 协 议 吗 ？ 
str_parole|释 放 
str_normal|普 通 
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters|与 此 同 时 ， {s51}被 关 在 城 堡 里 ， 但 因 为 已 经 承 诺 了 不 会 逃 跑 ， 所 以 被 安 置 到 了 更 舒 服 的 住 处 。 
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|你 可 能 已 经 留 意 到 了 ， {陛 下 /尊 敬 的 女 士 }， 发 生 在 {s4}与 {s5}之 间 的 争 端 ， 正 在 损 害 王 国 的 团 结 、 削 弱 您 的 权 威 。 若 能 劝 和 两 位 领 主 ， 必 将 提 升 您 的 地 位 。 但 接 手 此 事 ， 您 有 可 能 被 其 中 一 方 认 为 站 队 敌 对 方 。
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|你 可 能 已 经 留 意 到 了 ， {我 的 大 人 /尊 敬 的 女 士 }， 发 生 在 {s4}与 {s5}之 间 的 争 端 正 在 动 摇 王 国 的 团 结 。 如 果 你 能 劝 他 们 重 归 于 好 ， 那 一 定 会 大 大 的 取 悦 {s7}。 不 过 ， 你 必 须 冒 着 被 他 们 认 为 你 失 之 偏 颇 的 风 险 。
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms|当 然 ， 这 个 地 方 目 前 处 于 和 平 之 中 ， 或 许 您 在 别 处 能 有 更 好 的 机 遇 。 
str_here|这 儿 
str_over|那 里 
str_s8_in_s12|（ 在 {s12}{s8}） 
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area|已 经 凑 齐 了 一 笔 赏 金 ， 用 来 奖 励 那 些 干 掉 了 附 近 的 拦 路 强 盗 的 人 。 
str__is_looking_for_a_way_to_avoid_an_impending_war|正 在 寻 求 办 法 ， 阻 止 即 将 发 生 的 战 争 。 
str__may_need_help_rescuing_an_imprisoned_family_member|也 许 需 要 人 帮 忙 营 救 被 囚 禁 的 家 族 成 员 。 
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though|正 在 找 需 要 工 作 的 人 。 不 过 跟 他 做 事 你 得 当 心 。 
str_town|城 镇 
str_castle|城 堡 
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13|但 是 {reg4?她 :他 }现 在 正 作 为 囚 犯 被 扣 押 在 {s13}的 地 牢 里 。 
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way|据 说 {s9}是 一 位 极 其 守 礼 的 少 女 — — 孝 顺 家 人 ， 性 情 温 柔 善 良 ， 一 举 一 动 无 不 彰 显 贵 族 风 范 。 
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager|据 说 {s9}有 些 多 情 、 爱 做 梦 — — 虽 然 性 情 温 和 ， 却 让 人 摸 不 透 。 我 敢 打 赌 ， 她 很 可 能 被 情 感 左 右 ， 给 家 里 带 来 麻 烦 。 
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition|据 说 {s9}决 心 嫁 个 好 家 ， 在 世 上 闯 出 名 堂 。 对 她 丈 夫 而 言 ， 她 或 许 是 个 巨 大 的 助 力 — — 假 若 他 能 满 足 她 的 野 心 ！ 
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say|据 说 {s9}热 爱 打 猎 和 骑 马 ， 仿 佛 希 望 自 己 是 男 人 ！ 我 觉 得 ， 无 论 她 嫁 给 谁 ， 对 方 想 占 上 风 都 得 费 劲 。 
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant|据 说 {s9}是 一 个 有 着 很 高 的 道 德 标 准 的 女 士 。 令 人 钦 佩 ， 非 常 令 人 钦 佩 ， 同 时 也 非 常 难 以 取 悦 ， 我 保 证 。 
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9}如 今 和 {s11}订 婚 了 。 我 们 相 信 不 久 这 里 将 会 有 一 场 婚 礼 ！ 
str_i_have_not_heard_any_news_about_her|我 还 没 听 到 关 于 她 的 任 何 消 息 。 
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|据 说 {s9}已 经 对 {s11}表 示 过 好 感 。 也 许 不 久 之 后 他 们 就 会 订 婚 ， 如 果 她 的 家 族 允 许 的 话 。 
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|据 说 {s9}的 家 族 已 经 强 迫 她 与 {s11}订 婚 了 。 
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|据 说 {s9}已 经 答 应 了 {s11}的 求 婚 ， 而 且 现 在 他 们 已 经 订 婚 了 。 
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11|据 说 {s9}迫 于 家 族 的 压 力 ， 答 应 与 {s11}订 婚 。 
str_they_say_that_s9_has_refused_s11s_suit|据 说 {s9}拒 绝 了 {s11}的 求 婚 。 
str_they_say_that_s11_has_tired_of_pursuing_s9|据 说 {s11}已 经 对 追 求 {s9}感 到 厌 倦 了 。 
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved|据 说 {s9}受 家 族 所 迫 ， 与 深 爱 的 {s11}分 手 了 。 
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance|据 说 {s9}跟 {s11}私 奔 了 ， 这 让 她 的 家 族 非 常 不 满 。 
str_they_say_that_s9_and_s11_have_wed|据 说 {s9}和 {s11}已 经 结 婚 了 。 
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead|据 说 {s11}最 近 拜 访 了 {s9}。 谁 知 道 接 下 来 会 怎 样 ！ 
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season|没 什 么 可 说 的 ， 不 过 现 在 离 本 季 结 束 还 早 。 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_|{s12}有 一 场 {s3}举 办 的 宴 会 正 在 {s4}进 行 ， 不 过 已 经 持 续 了 好 几 天 ， 现 在 快 要 结 束 了 。 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_|{s12}有 一 场 {s3}举 办 的 宴 会 正 在 {s4}进 行 ， 而 且 至 少 将 持 续 到 明 天 。 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_|{s12}有 一 场 {s3}举 办 的 宴 会 正 在 {s4}进 行 ， 而 且 刚 开 始 不 久 。 
str_not_at_this_time_no|现 在 不 行 ， 不 可 以 。 
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance|{s12}大 贵 族 们 带 着 他 们 的 姐 妹 和 女 儿 ， 出 席 各 种 场 合 ， 抛 头 露 面 ， 因 此 有 极 好 的 机 会 结 识 某 位 小 姐 。 
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia|你 不 会 失 望 的 ， {先 生 /夫 人 }。 在 整 个 卡 拉 迪 亚 找 不 出 比 他 们 更 好 的 战 士 了 。 
str_your_excellency|阁 下 
str_s10_and_s11|{s10}和 {s11}
str_your_loyal_subjects|你 忠 实 的 臣 民 
str_loyal_subjects_of_s10|{s10}的 忠 实 臣 民 
str_the|那 个 
str_we|我 们 
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11|找 到 {s7}并 击 败 他 ， 以 解 除 {s11}的 战 事 。 
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town|追 踪 袭 击 {s8}附 近 过 往 行 人 的 {s9}, 然 后 返 回 城 镇 报 告 。 
str_do_you_wish_to_award_it_to_one_of_your_vassals|你 打 算 把 它 授 予 你 的 某 个 封 臣 吗 ？ 
str_who_do_you_wish_to_give_it_to|你 打 算 把 它 授 予 谁 ？ 
str_sire_my_lady_we_have_taken_s1_s2|{陛 下 /尊 敬 的 女 士 }， 我 们 取 下 了 {s1}。 {s2}
str_s12i_want_to_have_s1_for_myself|{s12}我 打 算 保 留 {s1}给 我 自 己 。 {s2}
str_fiefs_s0| （ 封 地 ： {s0} ） 
str_production_setting_buy_from_market|我 们 正 在 从 市 场 购 买 原 材 料 。 
str_production_setting_buy_from_inventory|我 们 只 使 用 仓 库 里 的 原 料 。 
str_production_setting_produce_to_inventory|我 们 把 我 们 的 产 品 搬 到 仓 库 去 。 
str_production_setting_produce_to_market|我 们 正 将 产 出 直 接 卖 入 市 场 。 
str_feast_quest_expired|你 没 能 按 照 计 划 举 办 宴 会 。 很 可 能 是 被 大 势 力 战 役 或 者 其 他 事 件 所 干 扰 。 只 要 你 愿 意 ， 你 可 以 试 着 再 次 举 办 宴 会 。 
str_whereabouts_unknown|下 落 不 明 
str_mulberry_groves|数 英 亩 的 桑 树 林 
str_olive_groves|数 英 亩 的 橄 榄 树 林 
str_acres_flax|数 英 亩 的 亚 麻 田 
str_enterprise_enemy_realm|{先 生 /夫 人 }， 你 是 这 个 国 家 的 敌 人 。 我 们 不 能 让 你 在 这 里 买 地 。 
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12|你 打 算 代 表 {s12}向 {s13}偷 偷 揭 发 {s14}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14|你 打 算 代 表 {s12}公 开 揭 发 {s14}。 
str_you_intend_to_bring_gift_for_s14|你 打 算 带 着 天 鹅 绒 和 毛 皮 到 {s12}那 里 去 。 然 后 ， 和 {s14}谈 一 谈 ， 看 看 {s12}能 否 安 排 一 次 和 解 。
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|我 们 将 集 合 军 队 ， 但 是 在 确 定 目 标 之 前 不 贸 然 行 动 。 
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|我 们 正 在 向 他 们 防 守 最 薄 弱 的 堡 垒 集 结 部 队 。 
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|我 们 打 算 对 他 们 进 行 致 命 的 猛 烈 攻 击 。 
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|我 们 打 算 攻 占 一 座 对 我 们 来 说 易 于 防 守 的 堡 垒 。 
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle|我 们 将 他 们 最 富 庶 的 地 区 化 为 焦 土 ， 引 诱 他 们 出 战 。 
str_strategy_criticism_rash|我 认 为 这 个 策 略 太 鲁 莽 ， 没 必 要 让 我 们 的 军 队 暴 露 在 危 险 之 下 。 
str_strategy_criticism_cautious|我 认 为 这 个 策 略 过 于 谨 慎 了 ， 会 让 我 们 因 为 没 有 任 何 胜 绩 而 导 致 军 心 涣 散 。 
str_tavernkeeper_invalid_quest|有 些 事 情 在 做 ， 但 是 我 想 不 起 来 详 细 的 内 容 了 。 
str_faction_title_male_player|领 主 {s0}
str_faction_title_male_1|{s0}伯 爵　
str_faction_title_male_2|{s0}波 耶　
str_faction_title_male_3|那 颜 {s0}
str_faction_title_male_4|{s0}雅 尔　
str_faction_title_male_5|{s0}伯 爵　
str_faction_title_male_6|{s0}酋 长　
str_faction_title_female_player|{s0}夫 人　
str_faction_title_female_1|{s0}伯 爵 夫 人　
str_faction_title_female_2|{s0}波 耶 夫 人　
str_faction_title_female_3|{s0}哈 敦　
str_faction_title_female_4|乔 安 妮 {s0}
str_faction_title_female_5|{s0}伯 爵 夫 人　
str_faction_title_female_6|莎 耶 达 {s0}
str_name_kingdom_text|你 的 王 国 将 取 什 么 名 字 ？ 
str_default_kingdom_name|{s0}王 国 
str_lord_defects_ordinary|领 主 背 叛 ^^{s1}已 经 放 弃 了 {reg4?她 :他 }对 {s3}的 效 忠 ， 加 入 了 {s2}。 
str_lord_defects_player|领 主 背 叛 ^^{s1}已 经 放 弃 了 {reg4?她 :他 }对 {s3}的 效 忠 ， 暂 时 加 入 你 的 王 国 。 如 你 愿 意 ， 可 前 往 领 主 大 厅 接 受 他 的 誓 约 。 
str_lord_defects_player_faction|领 主 背 叛 ^^{s1}已 经 放 弃 了 {reg4?她 :他 }对 {s3}的 效 忠 ， 暂 时 加 入 你 的 王 国 。 如 你 愿 意 ， 可 前 往 领 主 大 厅 接 受 他 的 誓 约 。 
str_lord_indicted_player_faction|根 据 {s6}的 命 令 ， {s5}的 {s4}被 指 控 叛 国 。 该 领 主 已 被 剥 夺 所 有 {reg4?她 :他 }的 财 产 ， 现 正 逃 命 ， 并 想 加 入 你 的 王 国 。 你 可 以 去 你 的 领 主 大 厅 接 受 {reg?她 :他 }的 宣 誓 ， 如 果 你 愿 意 的 话 。 
str_lord_indicted_dialog_approach|幸 会 ， {我 的 大 人 /尊 敬 的 女 士 }。 您 也 许 听 说 过 我 在 {s10}手 下 的 恶 劣 遭 遇 。 您 素 有 善 待 封 臣 的 名 声 ， 若 您 不 弃 ， 我 荣 幸 成 为 您 的 封 臣 。 
str_lord_indicted_dialog_approach_yes|我 也 很 荣 幸 接 受 你 的 效 忠 。 
str_lord_indicted_dialog_approach_no|对 不 起 。 我 暂 不 需 要 你 来 效 力 。 
str_lord_indicted_dialog_rejected|真 的 ？ 那 也 许 您 的 名 声 言 过 其 实 。 再 见 ， {我 的 大 人 /尊 敬 的 女 士 }— — 我 去 看 看 卡 拉 迪 亚 是 否 有 别 的 统 治 者 更 赏 识 我 的 才 能 。 
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home|担 心 强 盗 在 他 的 领 地 建 立 了 一 个 藏 身 之 处 。 
str_bandit_lair_quest_description|找 到 并 摧 毁 {s9}, 然 后 向 {s11}汇 报 。 
str_bandit_hideout_preattack|你 靠 近 了 那 个 贼 窝 ， {s4}看 起 来 还 没 有 发 现 你 ， 你 仍 可 悄 然 退 离 。 抵 达 窝 点 的 路 径 险 峻 — — {s5}— — 这 意 味 着 仅 少 数 随 从 能 参 与 攻 击 ， 且 无 法 骑 马 。 如 果 你 第 一 次 进 攻 失 败 了 ， 那 些 {s4}很 容 易 逃 脱 并 散 入 四 周 乡 野 ， 继 续 威 胁 旅 客 。 你 想 进 攻 窝 点 ， 还 是 另 寻 时 机 ？ 
str_bandit_hideout_failure|那 些 {s4}击 退 了 你 的 进 攻 。 你 重 整 部 队 再 次 进 发 ， 却 发 现 他 们 四 散 而 去 ， 消 失 在 了 茫 茫 荒 野 之 中 ， 毫 无 疑 问 地 他 们 将 继 续 成 为 这 片 地 区 旅 行 者 们 的 威 胁 。 
str_bandit_hideout_success|随 着 他 们 的 退 路 被 切 断 ， 那 些 {s4}在 你 的 果 断 进 攻 下 一 个 接 着 一 个 倒 下 。 他 们 的 藏 身 之 所 ， 以 及 他 们 的 不 义 之 财 ， 现 在 是 你 的 了 。 
str_bandit_approach_defile|沿 一 条 狭 窄 的 峡 谷 而 下 
str_bandit_approach_swamp|穿 过 一 片 松 林 沼 泽 
str_bandit_approach_thickets|穿 过 一 片 浓 密 的 灌 木 丛 
str_bandit_approach_cliffs|沿 悬 崖 边 的 小 径 攀 上 
str_bandit_approach_cove|沿 穿 过 海 崖 的 溪 床 而 下 
str_political_explanation_lord_lacks_center|在 这 种 情 况 下 ， 封 地 应 该 赐 给 无 土 地 无 收 入 的 领 主 。 
str_political_explanation_lord_took_center|在 这 种 情 况 下 ， 城 堡 应 该 归 属 于 攻 下 这 里 的 人 。 
str_political_explanation_most_deserving_friend|在 这 种 情 况 下 ， 我 会 考 虑 从 我 的 挚 友 和 心 腹 中 ， 选 出 一 个 最 值 得 奖 赏 的 人 ， 作 为 领 地 的 主 人 。 
str_political_explanation_most_deserving_in_faction|在 这 种 情 况 下 ， 我 会 考 虑 从 这 个 王 国 的 所 有 领 主 中 ， 挑 选 一 个 最 值 得 奖 赏 的 人 ， 作 为 领 地 的 主 人 。 
str_political_explanation_self|因 为 缺 少 其 他 显 见 的 候 选 人 ， 我 自 荐 担 任 此 职 。 
str_political_explanation_marshal|我 选 择 我 们 的 贵 族 当 中 最 勇 敢 的 ， 我 所 信 任 的 ， 并 且 和 大 家 都 相 处 的 很 融 洽 的 那 个 人 。 
str_prisoner_at_large|那 个 追 捕 者 在 俘 虏 者 战 败 后 逃 走 。 我 想 你 的 朋 友 很 快 会 再 现 身 。 
str_quick_battle_scene_1|农 舍 
str_quick_battle_scene_2|绿 洲 
str_quick_battle_scene_3|图 尔 布 克 关 口 
str_quick_battle_scene_4|海 马 城 堡 
str_quick_battle_scene_5|乌 巴 斯 城 堡 
str_quick_battle_troop_1|由 于 罗 德 里 戈 · 德 · 布 拉 甘 萨 的 存 在 ， 城 里 的 每 一 个 人 太 阳 下 山 以 后 出 门 都 得 带 上 武 装 警 卫 。 他 曾 是 眼 眸 炯 炯 的 商 人 ， 带 着 红 宝 石 小 财 富 和 垄 断 丝 绒 市 场 的 梦 想 来 到 提 尔 ， 却 因 与 勾 结 的 罗 多 克 商 会 激 烈 竞 争 而 一 贫 如 洗 。 但 他 旋 即 弃 商 从 武 ， 凭 借 过 人 商 业 头 脑 建 起 维 鲁 卡 最 凶 恶 的 犯 罪 王 国 ， 在 各 大 城 镇 设 窝 点 、 搞 活 动 。 他 得 偿 所 愿 — — 他 头 上 的 悬 赏 金 ， 比 他 曾 追 逐 的 财 富 更 昂 贵 。 现 在 ， 他 以 夺 取 前 竞 争 对 手 的 财 物 — — 及 消 除 他 们 的 烦 忧 — — 为 乐 。 
str_quick_battle_troop_2|乌 西 亚 特 拉 十 七 岁 时 ， 以 果 断 血 腥 的 手 段 篡 夺 了 卡 拉 迪 亚 王 国 外 南 部 沙 漠 村 庄 西 里 的 盗 匪 团 领 导 权 。 在 她 的 统 领 下 ， 这 群 暴 徒 的 势 力 迅 速 席 卷 南 方 。 她 狡 黠 果 断 ， 怀 有 残 酷 的 野 心 ， 并 以 冷 血 与 残 忍 付 诸 行 动 ， 赢 得 追 随 者 的 狂 热 崇 拜 。 因 此 ， 她 在 自 己 人 中 过 着 奢 侈 腐 败 的 生 活 — — 这 建 立 在 她 旅 途中 暴 力 掠 夺 的 基 础 上 。 她 的 军 事 实 力 和 天 生 的 战 略 才 智 ， 让 她 的 组 织 在 故 乡 未 遭 镇 压 ， 现 在 她 将 目 光 投 向 卡 拉 迪 亚 的 富 土 ， 以 维 系 她 的 战 团 。 
